time,symbol,open,high,low,close,close_time,volume,unkown2,unkown3,unkown4,unkown5,unkown6
2023-02-26 21:24:00,BTCUSDT,1623.52,1623.52,1623.52,1623.52,0.0,1677446699999,0.0,0,0.0,0.0,0
2023-02-26 21:25:00,BTCUSDT,1623.52,1623.52,1623.52,1623.52,0.0,1677446759999,0.0,0,0.0,0.0,0
2023-02-26 21:26:00,BTCUSDT,1621.18,1621.18,1621.18,1621.18,0.0158,1677446819999,25.614644,1,0.0,0.0,0
2023-02-26 21:27:00,BTCUSDT,1621.18,1621.18,1621.18,1621.18,0.0,1677446879999,0.0,0,0.0,0.0,0
2023-02-26 21:28:00,BTCUSDT,1621.18,1621.18,1621.18,1621.18,0.0,1677446939999,0.0,0,0.0,0.0,0
2023-02-26 21:29:00,BTCUSDT,1621.18,1621.18,1621.18,1621.18,0.0,1677446999999,0.0,0,0.0,0.0,0
2023-02-26 21:30:00,BTCUSDT,1621.18,1621.18,1621.18,1621.18,0.0,1677447059999,0.0,0,0.0,0.0,0
2023-02-26 21:31:00,BTCUSDT,1621.18,1621.18,1621.18,1621.18,0.0,1677447119999,0.0,0,0.0,0.0,0
2023-02-26 21:32:00,BTCUSDT,1621.18,1621.18,1621.18,1621.18,0.0,1677447179999,0.0,0,0.0,0.0,0
2023-02-26 21:33:00,BTCUSDT,1621.18,1621.18,1621.18,1621.18,0.0,1677447239999,0.0,0,0.0,0.0,0
2023-02-26 21:34:00,BTCUSDT,1620.82,1620.82,1618.22,1618.22,1.0034,1677447299999,1625.456544,8,0.0,0.0,0
2023-02-26 21:35:00,BTCUSDT,1618.22,1618.22,1618.22,1618.22,0.0,1677447359999,0.0,0,0.0,0.0,0
2023-02-26 21:36:00,BTCUSDT,1618.22,1618.22,1618.22,1618.22,0.0,1677447419999,0.0,0,0.0,0.0,0
2023-02-26 21:37:00,BTCUSDT,1620.28,1620.28,1620.28,1620.28,0.0095,1677447479999,15.39266,1,0.0,0.0,0
